,t,cbf,x0,x1,x2,x3,x4,x5,x6,xdot0,xdot1,xdot2,xdot3,xdot4,xdot5,xdot6,u_0,u_1,u_2,u_3,u_4,u_5,u_6
0,0.0,1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.435228784943051,14.913673613283894,17.60723587903796,15.002020910814274,14.908252474334434,13.35770046652415,7.552976992215069
1,0.05,1.0,-1.5596102943249461,-1.566884654193917,-1.5801428706406706,-1.5673373113096172,-1.5668709924115825,-1.5592433668086327,-1.530553344470332,0.35457728838537045,0.12914701951588842,-0.26645869431185504,0.18947663867932768,0.1819307054608129,0.41743769068275177,0.89032171053446,13.435228784943051,14.913673613283894,17.60723587903796,15.002020910814274,14.908252474334434,13.35770046652415,7.552976992215069
2,0.1,1.0,-1.5371729470896007,-1.5577368389060966,-1.5942981633611555,-1.5532549831292781,-1.5535163893844888,-1.5325867079413225,-1.4746385106524402,0.5144016794614215,0.230005905719271,-0.26426126356227514,0.3845770423275264,0.3535586186511156,0.6250020219591019,1.1304911991652444,11.004863593331075,13.798411603092868,18.701562713061833,12.793265569914503,12.937427725658923,10.136897636689692,3.8703065080209864
3,0.15000000000000002,1.0,-1.5087573235116498,-1.5437774725895443,-1.605446816624105,-1.5296723466412196,-1.5323691252542226,-1.498548786156901,-1.4153751247705324,0.6132276952271922,0.3263717156969196,-0.16978550339867612,0.5585144174542874,0.4880425056786868,0.7236367901561808,1.1754438267816443,9.551220164330683,12.719922667740146,18.231813214259326,10.70499613828692,11.205388775341877,8.352480215995548,2.604447021424898
4,0.2,1.0,-1.4760668309559504,-1.525118708834903,-1.610879228709643,-1.4979367192053556,-1.5054105646566711,-1.4611360306030274,-1.3564519846427623,0.690971644230141,0.4184228450882173,-0.043307842533021085,0.7080454076868198,0.585278008093579,0.7662031651384532,1.162261479319301,8.389489167531167,11.616645580953108,17.173171673387372,8.797073007701005,9.80121247598473,7.317824434705001,2.075505748448311
5,0.25,1.0,-1.4397866493749178,-1.5020686961947258,-1.609643670233198,-1.4592877735592378,-1.4743960162749055,-1.4223571917902507,-1.2989516353959938,0.758165837900499,0.5015076723826237,0.09443743879666558,0.8344915286432499,0.650845750595581,0.7818638229768022,1.132094736842929,7.326162770465645,10.529446817688596,15.861136299658686,7.0616012399622905,8.698872771336447,6.662465092126743,1.7761508406094926
6,0.30000000000000004,1.0,-1.4003703044438331,-1.475183424917617,-1.6014000130557506,-1.4148633762757523,-1.4407621666023187,-1.383110847528633,-1.243183111137693,0.8165974232430815,0.571299866120181,0.23615998280962616,0.9389346271996311,0.6908974325872477,0.7869372179718866,1.0969676184415698,6.32005930249294,9.512159325964983,14.412312849541042,5.49024715862916,7.850713159885773,6.178356934980428,1.5556419886359265
7,0.35000000000000003,1.0,-1.3582579898689795,-1.4452040477921284,-1.5860360307559618,-1.3657566913262935,-1.40564255863095,-1.3436811169520286,-1.1892430785047303,0.8659654968609376,0.6249424780441194,0.37883256610865956,1.0217306249893714,0.7111389790999605,0.7902786034035438,1.0600564338312026,5.372838511936899,8.608342106692774,12.870255920304034,4.085237718072268,7.208964845084706,5.748201680259659,1.372630109117216
8,0.4,1.0,-1.3139121113909111,-1.4129773364204739,-1.5635556481211683,-1.3130471160998467,-1.3698959370306623,-1.3040329166724862,-1.137185377366023,0.9059498504576922,0.6610887028619205,0.5204531523743785,1.0830726858699595,0.716797743359475,0.7961444670320348,1.0219297147482405,4.493438856172052,7.847115953190729,11.257714603338403,2.8546866404673255,6.7286178505640635,5.309206635788088,1.2190330594992962
9,0.45,1.0,-1.2678007955079105,-1.379384469298034,-1.5340599125274137,-1.2577945859286894,-1.334129497601505,-1.2639974056163967,-1.0870666372764846,0.9366749343542993,0.6796769285183688,0.6590560928863298,1.1235984130168057,0.7126902791627776,0.8058424357988446,0.982528837631679,3.687672321113484,7.2440545438118455,9.59464380064833,1.8054188408271128,6.366676781227117,4.833474607282035,1.0958868187747204
